Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-g1a6,randomiser-62yd,Spreadsheet,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,display,randomise_trials,ImageLeft,ImageRight,ImageCentre,TextLeft,TextRight,TextCentre,Answer,OrLeft,OrRight,TextLeft1,TextRight1,TextRight2,TextLeft2,,metadata,metadata.1
167,1636989041744,15/11/2021 15:10:41,1636989040444,0,15/11/2021 15:10:40,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,76,2,Screen 2,fixation,fixation,700.5560000000114,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Chemistry,right,or,or,female,male,science,humanities,48,congruent,congruent
168,1636989041978,15/11/2021 15:10:41,1636989041081,0,15/11/2021 15:10:41,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,77,1,Screen 1,Zone9,response_keyboard,628.0999999940395,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Jeffrey,right,or,or,female,male,science,humanities,44,congruent,congruent
169,1636989042744,15/11/2021 15:10:42,1636989041778,0,15/11/2021 15:10:41,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,77,2,Screen 2,fixation,fixation,700.5799999999872,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Jeffrey,right,or,or,female,male,science,humanities,44,congruent,congruent
170,1636989043276,15/11/2021 15:10:43,1636989042385,0,15/11/2021 15:10:42,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,78,1,Screen 1,Zone9,response_keyboard,598.9000000059605,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Literature,left,or,or,female,male,science,humanities,57,congruent,congruent
171,1636989043970,15/11/2021 15:10:43,1636989043080,0,15/11/2021 15:10:43,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,78,2,Screen 2,fixation,fixation,700.5690000000177,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Literature,left,or,or,female,male,science,humanities,57,congruent,congruent
172,1636989044782,15/11/2021 15:10:44,1636989043857,0,15/11/2021 15:10:43,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,79,1,Screen 1,Zone9,response_keyboard,769.1999999880791,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Michelle,left,or,or,female,male,science,humanities,35,congruent,congruent
173,1636989045450,15/11/2021 15:10:45,1636989044547,0,15/11/2021 15:10:44,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,79,2,Screen 2,fixation,fixation,700.5620000000054,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Michelle,left,or,or,female,male,science,humanities,35,congruent,congruent
174,1636989046000,15/11/2021 15:10:46,1636989045073,0,15/11/2021 15:10:45,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,80,1,Screen 1,Zone9,response_keyboard,519.4000000059605,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Math,right,or,or,female,male,science,humanities,49,congruent,congruent
175,1636989046662,15/11/2021 15:10:46,1636989045765,0,15/11/2021 15:10:45,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,80,2,Screen 2,fixation,fixation,700.56700000001,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Math,right,or,or,female,male,science,humanities,49,congruent,congruent
176,1636989047235,15/11/2021 15:10:47,1636989046337,0,15/11/2021 15:10:46,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,81,1,Screen 1,Zone9,response_keyboard,564.9000000059605,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Philosophy,left,or,or,female,male,science,humanities,54,congruent,congruent
177,1636989047938,15/11/2021 15:10:47,1636989047032,0,15/11/2021 15:10:47,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,81,2,Screen 2,fixation,fixation,700.56700000001,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Philosophy,left,or,or,female,male,science,humanities,54,congruent,congruent
178,1636989048686,15/11/2021 15:10:48,1636989047729,0,15/11/2021 15:10:47,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,82,1,Screen 1,Zone9,response_keyboard,687.5,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Music,left,or,or,female,male,science,humanities,59,congruent,congruent
179,1636989049535,15/11/2021 15:10:49,1636989048417,0,15/11/2021 15:10:48,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,82,2,Screen 2,fixation,fixation,700.7219999999797,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Music,left,or,or,female,male,science,humanities,59,congruent,congruent
180,1636989049880,15/11/2021 15:10:49,1636989048977,0,15/11/2021 15:10:48,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,83,1,Screen 1,Zone9,response_keyboard,552.7000000178814,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Daniel,right,or,or,female,male,science,humanities,42,congruent,congruent
181,1636989050723,15/11/2021 15:10:50,1636989049668,0,15/11/2021 15:10:49,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,83,2,Screen 2,fixation,fixation,700.5650000000023,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Daniel,right,or,or,female,male,science,humanities,42,congruent,congruent
182,1636989051054,15/11/2021 15:10:51,1636989050145,0,15/11/2021 15:10:50,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,84,1,Screen 1,Zone9,response_keyboard,467.7999999821186,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,John,right,or,or,female,male,science,humanities,41,congruent,congruent
183,1636989051922,15/11/2021 15:10:51,1636989050835,0,15/11/2021 15:10:50,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,84,2,Screen 2,fixation,fixation,700.5409999999974,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,John,right,or,or,female,male,science,humanities,41,congruent,congruent
184,1636989052203,15/11/2021 15:10:52,1636989051321,0,15/11/2021 15:10:51,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,85,1,Screen 1,Zone9,response_keyboard,473.90000000596046,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Rebecca,left,or,or,female,male,science,humanities,38,congruent,congruent
185,1636989052938,15/11/2021 15:10:52,1636989052020,0,15/11/2021 15:10:52,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,85,2,Screen 2,fixation,fixation,700.5260000000126,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Rebecca,left,or,or,female,male,science,humanities,38,congruent,congruent
186,1636989053571,15/11/2021 15:10:53,1636989052649,0,15/11/2021 15:10:52,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,86,1,Screen 1,Zone9,response_keyboard,624.5,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Anna,left,or,or,female,male,science,humanities,36,congruent,congruent
187,1636989054243,15/11/2021 15:10:54,1636989053338,0,15/11/2021 15:10:53,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,86,2,Screen 2,fixation,fixation,700.5800000000163,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Anna,left,or,or,female,male,science,humanities,36,congruent,congruent
188,1636989058619,15/11/2021 15:10:58,1636989057698,0,15/11/2021 15:10:57,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,1,1,Screen 1,button,continue_button,4355.200000017881,,,0,1,0,,,,Spreadsheet1,,debrief,,,,,,,,,,,,,,,109,,
189,1636989058813,15/11/2021 15:10:58,1636989057701,0,15/11/2021 15:10:57,68854,2,task-3fjs,,17165091,BLIND,5069615,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1920x1200,1920x1089,,IAT_sex_topics,3,society,,Spreadsheet1,END TASK,,,,,220568,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
1,1636999393488,15/11/2021 18:03:13,1636999394203,0,15/11/2021 18:03:14,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1536x754,,IAT_sex_topics,3,personality,,Spreadsheet1,BEGIN TASK,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
2,1636999402689,15/11/2021 18:03:22,1636999403461,0,15/11/2021 18:03:23,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,1,1,Screen 1,button,continue_button,9221.39999999851,,,0,1,0,,,,Spreadsheet1,,task description,,,,,,,,,,,,,,,1,,
3,1636999537108,15/11/2021 18:05:37,1636999537895,0,15/11/2021 18:05:37,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,1,1,Screen 1,button,continue_keyboard,134423.30000000075,,,0,1,0,,,,Spreadsheet1,,instructions,,,,,,,,,,,,,,,2,,
4,1636999547310,15/11/2021 18:05:47,1636999548076,0,15/11/2021 18:05:48,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,1,1,Screen 1,Zone9,continue_keyboard,10160.5,,,0,1,0,,,,Spreadsheet1,,prepare1,,,,,,,,,,,female,male,,,3,practice_words,practice_words
5,1636999548106,15/11/2021 18:05:48,1636999548904,0,15/11/2021 18:05:48,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,1,1,Screen 1,Zone9,response_keyboard,793.6999999992549,left,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Michelle,left,,,female,male,,,5,practice_words,practice_words
6,1636999548801,15/11/2021 18:05:48,1636999549591,0,15/11/2021 18:05:49,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,1,2,Screen 2,fixation,fixation,694.4969999999739,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Michelle,left,,,female,male,,,5,practice_words,practice_words
7,1636999549356,15/11/2021 18:05:49,1636999550150,0,15/11/2021 18:05:50,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,2,1,Screen 1,Zone9,response_keyboard,541.6999999992549,right,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Ben,right,,,female,male,,,10,practice_words,practice_words
8,1636999550060,15/11/2021 18:05:50,1636999550840,0,15/11/2021 18:05:50,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,2,2,Screen 2,fixation,fixation,694.4720000000088,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Ben,right,,,female,male,,,10,practice_words,practice_words
9,1636999550514,15/11/2021 18:05:50,1636999551296,0,15/11/2021 18:05:51,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,3,1,Screen 1,Zone9,response_keyboard,437.1000000014901,right,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Paul,right,,,female,male,,,13,practice_words,practice_words
10,1636999551189,15/11/2021 18:05:51,1636999551986,0,15/11/2021 18:05:51,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,3,2,Screen 2,fixation,fixation,694.0979999999981,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Paul,right,,,female,male,,,13,practice_words,practice_words
11,1636999551735,15/11/2021 18:05:51,1636999552516,0,15/11/2021 18:05:52,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,4,1,Screen 1,Zone9,response_keyboard,515.9000000022352,right,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,John,right,,,female,male,,,11,practice_words,practice_words
12,1636999552409,15/11/2021 18:05:52,1636999553208,0,15/11/2021 18:05:53,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,4,2,Screen 2,fixation,fixation,694.3589999999967,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,John,right,,,female,male,,,11,practice_words,practice_words
13,1636999552799,15/11/2021 18:05:52,1636999553586,0,15/11/2021 18:05:53,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,5,1,Screen 1,Zone9,response_keyboard,359.8999999985099,left,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Julia,left,,,female,male,,,4,practice_words,practice_words
14,1636999553488,15/11/2021 18:05:53,1636999554277,0,15/11/2021 18:05:54,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,5,2,Screen 2,fixation,fixation,694.0769999999902,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Julia,left,,,female,male,,,4,practice_words,practice_words
15,1636999553893,15/11/2021 18:05:53,1636999554680,0,15/11/2021 18:05:54,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,6,1,Screen 1,Zone9,response_keyboard,387.6000000014901,left,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Anna,left,,,female,male,,,6,practice_words,practice_words
16,1636999554582,15/11/2021 18:05:54,1636999555374,0,15/11/2021 18:05:55,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,6,2,Screen 2,fixation,fixation,694.1520000000019,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Anna,left,,,female,male,,,6,practice_words,practice_words
17,1636999554972,15/11/2021 18:05:54,1636999555772,0,15/11/2021 18:05:55,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,7,1,Screen 1,Zone9,response_keyboard,382.6000000014901,right,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Daniel,right,,,female,male,,,12,practice_words,practice_words
18,1636999555677,15/11/2021 18:05:55,1636999556464,0,15/11/2021 18:05:56,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,7,2,Screen 2,fixation,fixation,694.1849999999977,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Daniel,right,,,female,male,,,12,practice_words,practice_words
19,1636999556130,15/11/2021 18:05:56,1636999556927,0,15/11/2021 18:05:56,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,8,1,Screen 1,Zone9,response_keyboard,443.30000000074506,left,1,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Jeffrey,right,,,female,male,,,14,practice_words,practice_words
20,1636999556609,15/11/2021 18:05:56,1636999557406,0,15/11/2021 18:05:57,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,8,1,Screen 1,Zone9,response_keyboard,928.1999999992549,right,2,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Jeffrey,right,,,female,male,,,14,practice_words,practice_words
21,1636999557305,15/11/2021 18:05:57,1636999558096,0,15/11/2021 18:05:58,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,8,2,Screen 2,fixation,fixation,694.3130000000237,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Jeffrey,right,,,female,male,,,14,practice_words,practice_words
22,1636999557840,15/11/2021 18:05:57,1636999558626,0,15/11/2021 18:05:58,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,9,1,Screen 1,Zone9,response_keyboard,491.5,left,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Rebecca,left,,,female,male,,,8,practice_words,practice_words
23,1636999558527,15/11/2021 18:05:58,1636999559318,0,15/11/2021 18:05:59,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,9,2,Screen 2,fixation,fixation,694.2890000000189,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Rebecca,left,,,female,male,,,8,practice_words,practice_words
24,1636999558916,15/11/2021 18:05:58,1636999559715,0,15/11/2021 18:05:59,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,10,1,Screen 1,Zone9,response_keyboard,380,left,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Emily,left,,,female,male,,,7,practice_words,practice_words
25,1636999559618,15/11/2021 18:05:59,1636999560408,0,15/11/2021 18:06:00,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,10,2,Screen 2,fixation,fixation,694.4070000000065,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Emily,left,,,female,male,,,7,practice_words,practice_words
26,1636999562105,15/11/2021 18:06:02,1636999562901,0,15/11/2021 18:06:02,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,2,1,Screen 1,Zone9,continue_keyboard,2472.60000000149,,,0,1,0,,,,Spreadsheet1,1,prepare1,,,,,,,,,,,,,science,humanities,16,practice_congruent,practice_congruent
27,1636999563375,15/11/2021 18:06:03,1636999564160,0,15/11/2021 18:06:04,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,11,1,Screen 1,Zone9,response_keyboard,1248,right,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Engineering,right,,,,,science,humanities,23,practice_congruent,practice_congruent
28,1636999564058,15/11/2021 18:06:04,1636999564851,0,15/11/2021 18:06:04,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,11,2,Screen 2,fixation,fixation,694.3489999999874,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Engineering,right,,,,,science,humanities,23,practice_congruent,practice_congruent
29,1636999564625,15/11/2021 18:06:04,1636999565413,0,15/11/2021 18:06:05,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,12,1,Screen 1,Zone9,response_keyboard,548.6999999992549,left,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Literature,left,,,,,science,humanities,28,practice_congruent,practice_congruent
30,1636999565305,15/11/2021 18:06:05,1636999566101,0,15/11/2021 18:06:06,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,12,2,Screen 2,fixation,fixation,694.5219999999972,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Literature,left,,,,,science,humanities,28,practice_congruent,practice_congruent
31,1636999565824,15/11/2021 18:06:05,1636999566615,0,15/11/2021 18:06:06,68854,2,task-3fjs,,17174109,BLIND,5072298,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,IAT_sex_topics,3,personality,,Spreadsheet1,13,1,Screen 1,Zone9,response_keyboard,497.30000000074506,left,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Classics,left,,,,,science,humanities,26,practice_congruent,practice_congruent
