Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Randomise questionnaire elements?,Question Key,Response
22,1.62688E+12,21/07/2021 14:11,1.62688E+12,1,21/07/2021 15:11,57004,9,questionnaire-dzij,,14495358,56e59c6db2093a000d4f1826,4312469,,complete,,60f8294b1c8b7eb9618182c4,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1366x768,1349x657,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_5,5
23,1.62688E+12,21/07/2021 14:11,1.62688E+12,1,21/07/2021 15:11,57004,9,questionnaire-dzij,,14495358,56e59c6db2093a000d4f1826,4312469,,complete,,60f8294b1c8b7eb9618182c4,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1366x768,1349x657,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_5-quantised,5
24,1.62688E+12,21/07/2021 14:11,1.62688E+12,1,21/07/2021 15:11,57004,9,questionnaire-dzij,,14495358,56e59c6db2093a000d4f1826,4312469,,complete,,60f8294b1c8b7eb9618182c4,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1366x768,1349x657,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_7,5
25,1.62688E+12,21/07/2021 14:11,1.62688E+12,1,21/07/2021 15:11,57004,9,questionnaire-dzij,,14495358,56e59c6db2093a000d4f1826,4312469,,complete,,60f8294b1c8b7eb9618182c4,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1366x768,1349x657,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_7-quantised,5
26,1.62688E+12,21/07/2021 14:11,1.62688E+12,1,21/07/2021 15:11,57004,9,questionnaire-dzij,,14495358,56e59c6db2093a000d4f1826,4312469,,complete,,60f8294b1c8b7eb9618182c4,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1366x768,1349x657,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_6,3
27,1.62688E+12,21/07/2021 14:11,1.62688E+12,1,21/07/2021 15:11,57004,9,questionnaire-dzij,,14495358,56e59c6db2093a000d4f1826,4312469,,complete,,60f8294b1c8b7eb9618182c4,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1366x768,1349x657,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_6-quantised,3
28,1.62688E+12,21/07/2021 14:11,1.62688E+12,1,21/07/2021 15:11,57004,9,questionnaire-dzij,,14495358,56e59c6db2093a000d4f1826,4312469,,complete,,60f8294b1c8b7eb9618182c4,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1366x768,1349x657,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_7,5
29,1.62688E+12,21/07/2021 14:11,1.62688E+12,1,21/07/2021 15:11,57004,9,questionnaire-dzij,,14495358,56e59c6db2093a000d4f1826,4312469,,complete,,60f8294b1c8b7eb9618182c4,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1366x768,1349x657,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_7-quantised,5
30,1.62688E+12,21/07/2021 14:11,1.62688E+12,1,21/07/2021 15:11,57004,9,questionnaire-dzij,,14495358,56e59c6db2093a000d4f1826,4312469,,complete,,60f8294b1c8b7eb9618182c4,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1366x768,1349x657,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,END QUESTIONNAIRE,89062
1,1.62688E+12,21/07/2021 14:11,1.62688E+12,1,21/07/2021 15:11,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1280x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,BEGIN QUESTIONNAIRE,
2,1.62688E+12,21/07/2021 14:13,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No, EC_1,4
3,1.62688E+12,21/07/2021 14:13,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No, EC_1-quantised,4
4,1.62688E+12,21/07/2021 14:13,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_1,1
5,1.62688E+12,21/07/2021 14:13,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_1-quantised,1
6,1.62688E+12,21/07/2021 14:13,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_2,1
7,1.62688E+12,21/07/2021 14:13,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_2-quantised,1
8,1.62688E+12,21/07/2021 14:13,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_2,3
9,1.62688E+12,21/07/2021 14:13,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_2-quantised,3
10,1.62688E+12,21/07/2021 14:13,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_3,3
11,1.62688E+12,21/07/2021 14:13,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_3-quantised,3
12,1.62688E+12,21/07/2021 14:13,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_3,5
13,1.62688E+12,21/07/2021 14:13,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_3-quantised,5
14,1.62688E+12,21/07/2021 14:13,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_4,1
15,1.62688E+12,21/07/2021 14:13,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_4-quantised,1
16,1.62688E+12,21/07/2021 14:13,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_4,1
17,1.62688E+12,21/07/2021 14:13,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_4-quantised,1
18,1.62688E+12,21/07/2021 14:13,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_5,1
19,1.62688E+12,21/07/2021 14:13,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_5-quantised,1
20,1.62688E+12,21/07/2021 14:13,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_6,5
21,1.62688E+12,21/07/2021 14:13,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_6-quantised,5
22,1.62688E+12,21/07/2021 14:13,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_5,4
23,1.62688E+12,21/07/2021 14:14,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_5-quantised,4
24,1.62688E+12,21/07/2021 14:14,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_7,5
25,1.62688E+12,21/07/2021 14:14,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_7-quantised,5
26,1.62688E+12,21/07/2021 14:14,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_6,5
27,1.62688E+12,21/07/2021 14:14,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_6-quantised,5
28,1.62688E+12,21/07/2021 14:14,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_7,5
29,1.62688E+12,21/07/2021 14:14,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_7-quantised,5
30,1.62688E+12,21/07/2021 14:14,1.62688E+12,1,21/07/2021 15:13,57004,9,questionnaire-dzij,,14495382,5c9cead251ef7600154d4c60,4312466,,complete,,60f82927a8260a86de5b9ff9,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1263x587,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,END QUESTIONNAIRE,176654
1,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1920x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,BEGIN QUESTIONNAIRE,
2,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No, EC_1,4
3,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No, EC_1-quantised,4
4,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_1,1
5,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_1-quantised,1
6,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_2,2
7,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_2-quantised,2
8,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_2,5
9,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_2-quantised,5
10,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_3,3
11,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_3-quantised,3
12,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_3,4
13,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_3-quantised,4
14,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_4,2
15,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_4-quantised,2
16,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_4,1
17,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_4-quantised,1
18,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_5,1
19,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_5-quantised,1
20,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_6,5
21,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_6-quantised,5
22,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_5,5
23,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_5-quantised,5
24,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_7,5
25,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_7-quantised,5
26,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_6,5
27,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_6-quantised,5
28,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_7,5
29,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_7-quantised,5
30,1.62688E+12,21/07/2021 15:48,1.62688E+12,1,21/07/2021 16:48,57004,9,questionnaire-dzij,,14500504,6028daf2a770da7b4c6bc0c9,4313515,,complete,,60f840f69497c0ba67c8443c,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1903x937,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,END QUESTIONNAIRE,47555
1,1.62688E+12,21/07/2021 15:49,1.62688E+12,1,21/07/2021 16:49,57004,9,questionnaire-dzij,,14500559,5cea26087afd86001a34a5db,4313526,,complete,,60f84117a07acf2a99a47d4d,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x720,1280x577,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,BEGIN QUESTIONNAIRE,
2,1.62688E+12,21/07/2021 15:50,1.62688E+12,1,21/07/2021 16:50,57004,9,questionnaire-dzij,,14500559,5cea26087afd86001a34a5db,4313526,,complete,,60f84117a07acf2a99a47d4d,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x720,1263x577,,"Interpersonal Reactivity Index (Davies, 1983)",4,No, EC_1,4
3,1.62688E+12,21/07/2021 15:50,1.62688E+12,1,21/07/2021 16:50,57004,9,questionnaire-dzij,,14500559,5cea26087afd86001a34a5db,4313526,,complete,,60f84117a07acf2a99a47d4d,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x720,1263x577,,"Interpersonal Reactivity Index (Davies, 1983)",4,No, EC_1-quantised,4
4,1.62688E+12,21/07/2021 15:50,1.62688E+12,1,21/07/2021 16:50,57004,9,questionnaire-dzij,,14500559,5cea26087afd86001a34a5db,4313526,,complete,,60f84117a07acf2a99a47d4d,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x720,1263x577,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_1,2
5,1.62688E+12,21/07/2021 15:50,1.62688E+12,1,21/07/2021 16:50,57004,9,questionnaire-dzij,,14500559,5cea26087afd86001a34a5db,4313526,,complete,,60f84117a07acf2a99a47d4d,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x720,1263x577,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_1-quantised,2
