Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,display,randomise_trials,ImageLeft,ImageRight,ImageCentre,TextLeft,TextRight,TextCentre,Answer,OrLeft,OrRight,TextLeft1,TextRight1,TextRight2,TextLeft2,,metadata,metadata.1
21,1612127402481,31/01/2021 21:10:02,1612127402446,0,31/01/2021 21:10:02,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,8,1,Screen 1,Zone9,response_keyboard,799.2249999988417,right,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Ben,right,,,female,male,,,10,practice_words,practice_words
22,1612127403153,31/01/2021 21:10:03,1612127403126,0,31/01/2021 21:10:03,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,8,2,Screen 2,fixation,fixation,700.2660000000033,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Ben,right,,,female,male,,,10,practice_words,practice_words
23,1612127403856,31/01/2021 21:10:03,1612127403706,0,31/01/2021 21:10:03,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,9,1,Screen 1,Zone9,response_keyboard,553.9699999972072,left,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Rebecca,left,,,female,male,,,8,practice_words,practice_words
24,1612127404497,31/01/2021 21:10:04,1612127404392,0,31/01/2021 21:10:04,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,9,2,Screen 2,fixation,fixation,700.2660000000033,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Rebecca,left,,,female,male,,,8,practice_words,practice_words
25,1612127404997,31/01/2021 21:10:04,1612127404955,0,31/01/2021 21:10:04,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,10,1,Screen 1,Zone9,response_keyboard,531.3049999967916,right,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Daniel,right,,,female,male,,,12,practice_words,practice_words
26,1612127405778,31/01/2021 21:10:05,1612127405643,0,31/01/2021 21:10:05,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,10,2,Screen 2,fixation,fixation,700.2659999999742,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Daniel,right,,,female,male,,,12,practice_words,practice_words
27,1612127410425,31/01/2021 21:10:10,1612127410386,0,31/01/2021 21:10:10,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,2,1,Screen 1,Zone9,continue_keyboard,4709.360000000743,,,0,1,0,,,,Spreadsheet1,1,prepare1,,,,,,,,,,,,,science,humanities,16,practice_congruent,practice_congruent
28,1612127411941,31/01/2021 21:10:11,1612127411900,0,31/01/2021 21:10:11,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,11,1,Screen 1,Zone9,response_keyboard,1486.1850000015693,right,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Chemistry,right,,,,,science,humanities,19,practice_congruent,practice_congruent
29,1612127412629,31/01/2021 21:10:12,1612127412601,0,31/01/2021 21:10:12,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,11,2,Screen 2,fixation,fixation,705.6590000000142,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Chemistry,right,,,,,science,humanities,19,practice_congruent,practice_congruent
30,1612127413441,31/01/2021 21:10:13,1612127413401,0,31/01/2021 21:10:13,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,12,1,Screen 1,Zone9,response_keyboard,770.3099999998813,right,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Geology,right,,,,,science,humanities,21,practice_congruent,practice_congruent
31,1612127414104,31/01/2021 21:10:14,1612127414085,0,31/01/2021 21:10:14,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,12,2,Screen 2,fixation,fixation,700.2660000000033,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Geology,right,,,,,science,humanities,21,practice_congruent,practice_congruent
32,1612127414765,31/01/2021 21:10:14,1612127414734,0,31/01/2021 21:10:14,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,13,1,Screen 1,Zone9,response_keyboard,621.7900000010559,right,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Physics,right,,,,,science,humanities,18,practice_congruent,practice_congruent
33,1612127415437,31/01/2021 21:10:15,1612127415419,0,31/01/2021 21:10:15,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,13,2,Screen 2,fixation,fixation,700.2660000000033,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Physics,right,,,,,science,humanities,18,practice_congruent,practice_congruent
34,1612127415922,31/01/2021 21:10:15,1612127415893,0,31/01/2021 21:10:15,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,14,1,Screen 1,Zone9,response_keyboard,435.4849999981525,right,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Biology,right,,,,,science,humanities,17,practice_congruent,practice_congruent
35,1612127416610,31/01/2021 21:10:16,1612127416585,0,31/01/2021 21:10:16,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,14,2,Screen 2,fixation,fixation,700.2660000000033,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Biology,right,,,,,science,humanities,17,practice_congruent,practice_congruent
36,1612127417000,31/01/2021 21:10:17,1612127416972,0,31/01/2021 21:10:16,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,15,1,Screen 1,Zone9,response_keyboard,347.9750000005879,right,1,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Music,left,,,,,science,humanities,30,practice_congruent,practice_congruent
37,1612127417313,31/01/2021 21:10:17,1612127417275,0,31/01/2021 21:10:17,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,15,1,Screen 1,Zone9,response_keyboard,665.33999999956,left,2,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Music,left,,,,,science,humanities,30,practice_congruent,practice_congruent
38,1612127417987,31/01/2021 21:10:17,1612127417970,0,31/01/2021 21:10:17,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,15,2,Screen 2,fixation,fixation,700.2660000000033,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Music,left,,,,,science,humanities,30,practice_congruent,practice_congruent
39,1612127418987,31/01/2021 21:10:18,1612127418961,0,31/01/2021 21:10:18,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,16,1,Screen 1,Zone9,response_keyboard,965.3700000017125,left,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Philosophy,left,,,,,science,humanities,25,practice_congruent,practice_congruent
40,1612127419674,31/01/2021 21:10:19,1612127419654,0,31/01/2021 21:10:19,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,16,2,Screen 2,fixation,fixation,700.2660000000033,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Philosophy,left,,,,,science,humanities,25,practice_congruent,practice_congruent
41,1612127420706,31/01/2021 21:10:20,1612127420670,0,31/01/2021 21:10:20,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,17,1,Screen 1,Zone9,response_keyboard,990.8350000005157,right,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Math,right,,,,,science,humanities,20,practice_congruent,practice_congruent
42,1612127421362,31/01/2021 21:10:21,1612127421346,0,31/01/2021 21:10:21,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,17,2,Screen 2,fixation,fixation,692.31700000001,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Math,right,,,,,science,humanities,20,practice_congruent,practice_congruent
43,1612127422206,31/01/2021 21:10:22,1612127422178,0,31/01/2021 21:10:22,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,18,1,Screen 1,Zone9,response_keyboard,807.0500000030734,left,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,History,left,,,,,science,humanities,31,practice_congruent,practice_congruent
44,1612127422893,31/01/2021 21:10:22,1612127422863,0,31/01/2021 21:10:22,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,18,2,Screen 2,fixation,fixation,700.2660000000033,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,History,left,,,,,science,humanities,31,practice_congruent,practice_congruent
45,1612127423737,31/01/2021 21:10:23,1612127423641,0,31/01/2021 21:10:23,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,19,1,Screen 1,Zone9,response_keyboard,740.959999999206,right,1,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,English,left,,,,,science,humanities,29,practice_congruent,practice_congruent
46,1612127424846,31/01/2021 21:10:24,1612127424823,0,31/01/2021 21:10:24,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,19,1,Screen 1,Zone9,response_keyboard,1932.9699999980512,left,2,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,English,left,,,,,science,humanities,29,practice_congruent,practice_congruent
47,1612127425549,31/01/2021 21:10:25,1612127425515,0,31/01/2021 21:10:25,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,19,2,Screen 2,fixation,fixation,700.2660000000033,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,English,left,,,,,science,humanities,29,practice_congruent,practice_congruent
48,1612127426206,31/01/2021 21:10:26,1612127426192,0,31/01/2021 21:10:26,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,20,1,Screen 1,Zone9,response_keyboard,644.0799999982119,right,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Astronomy,right,,,,,science,humanities,22,practice_congruent,practice_congruent
49,1612127426909,31/01/2021 21:10:26,1612127426882,0,31/01/2021 21:10:26,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,20,2,Screen 2,fixation,fixation,700.2660000000033,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Astronomy,right,,,,,science,humanities,22,practice_congruent,practice_congruent
50,1612127427535,31/01/2021 21:10:27,1612127427498,0,31/01/2021 21:10:27,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,21,1,Screen 1,Zone9,response_keyboard,593.0950000002049,right,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Engineering,right,,,,,science,humanities,23,practice_congruent,practice_congruent
51,1612127428207,31/01/2021 21:10:28,1612127428181,0,31/01/2021 21:10:28,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,21,2,Screen 2,fixation,fixation,700.2660000000033,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Engineering,right,,,,,science,humanities,23,practice_congruent,practice_congruent
52,1612127428754,31/01/2021 21:10:28,1612127428721,0,31/01/2021 21:10:28,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,22,1,Screen 1,Zone9,response_keyboard,512.8650000005728,left,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Classics,left,,,,,science,humanities,26,practice_congruent,practice_congruent
53,1612127429447,31/01/2021 21:10:29,1612127429417,0,31/01/2021 21:10:29,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,22,2,Screen 2,fixation,fixation,700.2660000000033,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Classics,left,,,,,science,humanities,26,practice_congruent,practice_congruent
54,1612127429793,31/01/2021 21:10:29,1612127429775,0,31/01/2021 21:10:29,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,23,1,Screen 1,Zone9,response_keyboard,320.8950000007171,right,1,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Arts,left,,,,,science,humanities,27,practice_congruent,practice_congruent
55,1612127430152,31/01/2021 21:10:30,1612127430127,0,31/01/2021 21:10:30,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,23,1,Screen 1,Zone9,response_keyboard,685.7700000000186,left,2,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Arts,left,,,,,science,humanities,27,practice_congruent,practice_congruent
56,1612127430841,31/01/2021 21:10:30,1612127430817,0,31/01/2021 21:10:30,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,23,2,Screen 2,fixation,fixation,700.2660000000033,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Arts,left,,,,,science,humanities,27,practice_congruent,practice_congruent
57,1612127431591,31/01/2021 21:10:31,1612127431562,0,31/01/2021 21:10:31,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,24,1,Screen 1,Zone9,response_keyboard,718.7349999985308,left,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Literature,left,,,,,science,humanities,28,practice_congruent,practice_congruent
58,1612127432279,31/01/2021 21:10:32,1612127432261,0,31/01/2021 21:10:32,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,24,2,Screen 2,fixation,fixation,700.2660000000033,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Literature,left,,,,,science,humanities,28,practice_congruent,practice_congruent
59,1612127435451,31/01/2021 21:10:35,1612127435423,0,31/01/2021 21:10:35,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,3,1,Screen 1,Zone9,continue_keyboard,3136.2000000007683,,,0,1,0,,,,Spreadsheet1,1,prepare1,,,,,,,,,or,or,female,male,science,humanities,33,congruent,congruent
60,1612127437232,31/01/2021 21:10:37,1612127437157,0,31/01/2021 21:10:37,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,25,1,Screen 1,Zone9,response_keyboard,1703.8300000022282,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Literature,left,or,or,female,male,science,humanities,57,congruent,congruent
61,1612127437893,31/01/2021 21:10:37,1612127437847,0,31/01/2021 21:10:37,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,25,2,Screen 2,fixation,fixation,700.2660000000033,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Literature,left,or,or,female,male,science,humanities,57,congruent,congruent
62,1612127438596,31/01/2021 21:10:38,1612127438571,0,31/01/2021 21:10:38,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,26,1,Screen 1,Zone9,response_keyboard,697.1300000004703,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,English,left,or,or,female,male,science,humanities,58,congruent,congruent
63,1612127439299,31/01/2021 21:10:39,1612127439264,0,31/01/2021 21:10:39,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,26,2,Screen 2,fixation,fixation,700.265999999945,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,English,left,or,or,female,male,science,humanities,58,congruent,congruent
64,1612127439830,31/01/2021 21:10:39,1612127439802,0,31/01/2021 21:10:39,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,27,1,Screen 1,Zone9,response_keyboard,514.6300000014598,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Jeffrey,right,or,or,female,male,science,humanities,44,congruent,congruent
65,1612127440518,31/01/2021 21:10:40,1612127440498,0,31/01/2021 21:10:40,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,27,2,Screen 2,fixation,fixation,700.2660000000033,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Jeffrey,right,or,or,female,male,science,humanities,44,congruent,congruent
66,1612127441111,31/01/2021 21:10:41,1612127441090,0,31/01/2021 21:10:41,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,28,1,Screen 1,Zone9,response_keyboard,565.9149999992223,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Julia,left,or,or,female,male,science,humanities,34,congruent,congruent
67,1612127441830,31/01/2021 21:10:41,1612127441788,0,31/01/2021 21:10:41,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,28,2,Screen 2,fixation,fixation,707.0300000000279,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Julia,left,or,or,female,male,science,humanities,34,congruent,congruent
68,1612127442314,31/01/2021 21:10:42,1612127442281,0,31/01/2021 21:10:42,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,29,1,Screen 1,Zone9,response_keyboard,450.9599999982747,right,1,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Rebecca,left,or,or,female,male,science,humanities,38,congruent,congruent
69,1612127442533,31/01/2021 21:10:42,1612127442506,0,31/01/2021 21:10:42,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,29,1,Screen 1,Zone9,response_keyboard,690.8750000002328,left,2,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Rebecca,left,or,or,female,male,science,humanities,38,congruent,congruent
70,1612127443240,31/01/2021 21:10:43,1612127443204,0,31/01/2021 21:10:43,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,29,2,Screen 2,fixation,fixation,700.2660000000033,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Rebecca,left,or,or,female,male,science,humanities,38,congruent,congruent
71,1612127444430,31/01/2021 21:10:44,1612127444388,0,31/01/2021 21:10:44,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,30,1,Screen 1,Zone9,response_keyboard,1159.1950000001816,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,History,left,or,or,female,male,science,humanities,60,congruent,congruent
72,1612127445103,31/01/2021 21:10:45,1612127445073,0,31/01/2021 21:10:45,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,30,2,Screen 2,fixation,fixation,700.2660000000033,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,History,left,or,or,female,male,science,humanities,60,congruent,congruent
73,1612127445603,31/01/2021 21:10:45,1612127445584,0,31/01/2021 21:10:45,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,31,1,Screen 1,Zone9,response_keyboard,485.2950000021956,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,John,right,or,or,female,male,science,humanities,41,congruent,congruent
74,1612127446306,31/01/2021 21:10:46,1612127446274,0,31/01/2021 21:10:46,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,31,2,Screen 2,fixation,fixation,700.265999999945,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,John,right,or,or,female,male,science,humanities,41,congruent,congruent
75,1612127446853,31/01/2021 21:10:46,1612127446835,0,31/01/2021 21:10:46,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,32,1,Screen 1,Zone9,response_keyboard,532.680000000284,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Geology,right,or,or,female,male,science,humanities,50,congruent,congruent
76,1612127447556,31/01/2021 21:10:47,1612127447523,0,31/01/2021 21:10:47,39476,1,task-3fjs,,9572248,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,IAT_sex_topics,3,Spreadsheet1,32,2,Screen 2,fixation,fixation,700.2660000000033,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Geology,right,or,or,female,male,science,humanities,50,congruent,congruent
