Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,display,randomise_trials,ImageLeft,ImageRight,ImageCentre,TextLeft,TextRight,TextCentre,Answer,OrLeft,OrRight,TextLeft1,TextRight1,TextRight2,TextLeft2,,metadata,metadata.1
1,1611752769705,27/01/2021 13:06:09,1611752769531,0,27/01/2021 13:06:09,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,BEGIN TASK,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
2,1611752778795,27/01/2021 13:06:18,1611752778429,0,27/01/2021 13:06:18,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,1,1,Screen 1,button,continue_button,8866.99999999837,,,0,1,0,,,,Spreadsheet1,,task description,,,,,,,,,,,,,,,1,,
3,1611752794964,27/01/2021 13:06:34,1611752794824,0,27/01/2021 13:06:34,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,1,1,Screen 1,button,continue_keyboard,16378.164999972796,,,0,1,0,,,,Spreadsheet1,,instructions,,,,,,,,,,,,,,,2,,
4,1611752802275,27/01/2021 13:06:42,1611752802138,0,27/01/2021 13:06:42,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,1,1,Screen 1,Zone9,continue_keyboard,7291.584999999031,,,0,1,0,,,,Spreadsheet1,,prepare1,,,,,,,,,,,female,male,,,3,practice_words,practice_words
5,1611752803592,27/01/2021 13:06:43,1611752803227,0,27/01/2021 13:06:43,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,1,1,Screen 1,Zone9,response_keyboard,1059.960000013234,right,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Jeffrey,right,,,female,male,,,14,practice_words,practice_words
6,1611752804041,27/01/2021 13:06:44,1611752803913,0,27/01/2021 13:06:43,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,1,2,Screen 2,fixation,fixation,699.9720000000016,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Jeffrey,right,,,female,male,,,14,practice_words,practice_words
7,1611752807075,27/01/2021 13:06:47,1611752804623,0,27/01/2021 13:06:44,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,2,1,Screen 1,Zone9,response_keyboard,684.3749999825377,right,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Paul,right,,,female,male,,,13,practice_words,practice_words
8,1611752807292,27/01/2021 13:06:47,1611752805313,0,27/01/2021 13:06:45,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,2,2,Screen 2,fixation,fixation,699.9720000000016,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Paul,right,,,female,male,,,13,practice_words,practice_words
9,1611752807292,27/01/2021 13:06:47,1611752806000,0,27/01/2021 13:06:46,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,3,1,Screen 1,Zone9,response_keyboard,664.1649999946821,left,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Julia,left,,,female,male,,,4,practice_words,practice_words
10,1611752807292,27/01/2021 13:06:47,1611752806697,0,27/01/2021 13:06:46,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,3,2,Screen 2,fixation,fixation,699.9720000000016,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Julia,left,,,female,male,,,4,practice_words,practice_words
11,1611752807425,27/01/2021 13:06:47,1611752807287,0,27/01/2021 13:06:47,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,4,1,Screen 1,Zone9,response_keyboard,565.4999999969732,right,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,John,right,,,female,male,,,11,practice_words,practice_words
12,1611752809044,27/01/2021 13:06:49,1611752807980,0,27/01/2021 13:06:47,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,4,2,Screen 2,fixation,fixation,699.9719999999943,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,John,right,,,female,male,,,11,practice_words,practice_words
13,1611752810919,27/01/2021 13:06:50,1611752808725,0,27/01/2021 13:06:48,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,5,1,Screen 1,Zone9,response_keyboard,722.6650000084192,left,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Rebecca,left,,,female,male,,,8,practice_words,practice_words
14,1611752811028,27/01/2021 13:06:51,1611752809413,0,27/01/2021 13:06:49,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,5,2,Screen 2,fixation,fixation,699.9720000000016,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Rebecca,left,,,female,male,,,8,practice_words,practice_words
15,1611752811028,27/01/2021 13:06:51,1611752810070,0,27/01/2021 13:06:50,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,6,1,Screen 1,Zone9,response_keyboard,632.9549999791197,right,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Ben,right,,,female,male,,,10,practice_words,practice_words
16,1611752811028,27/01/2021 13:06:51,1611752810763,0,27/01/2021 13:06:50,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,6,2,Screen 2,fixation,fixation,699.9720000000016,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Ben,right,,,female,male,,,10,practice_words,practice_words
17,1611752811434,27/01/2021 13:06:51,1611752811306,0,27/01/2021 13:06:51,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,7,1,Screen 1,Zone9,response_keyboard,520.4149999772198,left,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Anna,left,,,female,male,,,6,practice_words,practice_words
18,1611752812685,27/01/2021 13:06:52,1611752811997,0,27/01/2021 13:06:51,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,7,2,Screen 2,fixation,fixation,699.9720000000016,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Anna,left,,,female,male,,,6,practice_words,practice_words
19,1611752812809,27/01/2021 13:06:52,1611752812513,0,27/01/2021 13:06:52,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,8,1,Screen 1,Zone9,response_keyboard,492.8350000118371,left,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Michelle,left,,,female,male,,,5,practice_words,practice_words
20,1611752813436,27/01/2021 13:06:53,1611752813197,0,27/01/2021 13:06:53,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,8,2,Screen 2,fixation,fixation,699.9720000000016,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Michelle,left,,,female,male,,,5,practice_words,practice_words
21,1611752813850,27/01/2021 13:06:53,1611752813724,0,27/01/2021 13:06:53,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,9,1,Screen 1,Zone9,response_keyboard,503.88000000384636,left,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Emily,left,,,female,male,,,7,practice_words,practice_words
22,1611752814529,27/01/2021 13:06:54,1611752814413,0,27/01/2021 13:06:54,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,9,2,Screen 2,fixation,fixation,699.9720000000016,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Emily,left,,,female,male,,,7,practice_words,practice_words
23,1611752815248,27/01/2021 13:06:55,1611752814971,0,27/01/2021 13:06:54,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,10,1,Screen 1,Zone9,response_keyboard,531.9149999995716,right,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Daniel,right,,,female,male,,,12,practice_words,practice_words
24,1611752815792,27/01/2021 13:06:55,1611752815663,0,27/01/2021 13:06:55,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,10,2,Screen 2,fixation,fixation,699.9720000000016,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Daniel,right,,,female,male,,,12,practice_words,practice_words
25,1611752822917,27/01/2021 13:07:02,1611752822804,0,27/01/2021 13:07:02,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,2,1,Screen 1,Zone9,continue_keyboard,7116.4649999991525,,,0,1,0,,,,Spreadsheet1,1,prepare1,,,,,,,,,,,,,science,humanities,16,practice_congruent,practice_congruent
26,1611752823715,27/01/2021 13:07:03,1611752823576,0,27/01/2021 13:07:03,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,11,1,Screen 1,Zone9,response_keyboard,748.6250000074506,right,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Biology,right,,,,,science,humanities,17,practice_congruent,practice_congruent
27,1611752825091,27/01/2021 13:07:05,1611752824263,0,27/01/2021 13:07:04,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,11,2,Screen 2,fixation,fixation,699.9720000000016,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Biology,right,,,,,science,humanities,17,practice_congruent,practice_congruent
28,1611752825318,27/01/2021 13:07:05,1611752824854,0,27/01/2021 13:07:04,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,12,1,Screen 1,Zone9,response_keyboard,566.7499999981374,left,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Classics,left,,,,,science,humanities,26,practice_congruent,practice_congruent
29,1611752825652,27/01/2021 13:07:05,1611752825547,0,27/01/2021 13:07:05,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,12,2,Screen 2,fixation,fixation,699.9720000000016,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Classics,left,,,,,science,humanities,26,practice_congruent,practice_congruent
30,1611752826371,27/01/2021 13:07:06,1611752826261,0,27/01/2021 13:07:06,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,13,1,Screen 1,Zone9,response_keyboard,689.4150000007357,right,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Engineering,right,,,,,science,humanities,23,practice_congruent,practice_congruent
31,1611752828872,27/01/2021 13:07:08,1611752826947,0,27/01/2021 13:07:06,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,13,2,Screen 2,fixation,fixation,700.5660000000062,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Engineering,right,,,,,science,humanities,23,practice_congruent,practice_congruent
32,1611752828996,27/01/2021 13:07:08,1611752827502,0,27/01/2021 13:07:07,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,14,1,Screen 1,Zone9,response_keyboard,530.3750000020955,left,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Literature,left,,,,,science,humanities,28,practice_congruent,practice_congruent
33,1611752828996,27/01/2021 13:07:08,1611752828197,0,27/01/2021 13:07:08,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,14,2,Screen 2,fixation,fixation,699.9720000000016,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Literature,left,,,,,science,humanities,28,practice_congruent,practice_congruent
34,1611752829075,27/01/2021 13:07:09,1611752828905,0,27/01/2021 13:07:08,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,15,1,Screen 1,Zone9,response_keyboard,684.7100000013597,right,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Astronomy,right,,,,,science,humanities,22,practice_congruent,practice_congruent
35,1611752829731,27/01/2021 13:07:09,1611752829597,0,27/01/2021 13:07:09,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,15,2,Screen 2,fixation,fixation,699.9720000000016,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Astronomy,right,,,,,science,humanities,22,practice_congruent,practice_congruent
36,1611752830466,27/01/2021 13:07:10,1611752830147,0,27/01/2021 13:07:10,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,16,1,Screen 1,Zone9,response_keyboard,525.6250000093132,right,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Math,right,,,,,science,humanities,20,practice_congruent,practice_congruent
37,1611752830951,27/01/2021 13:07:10,1611752830829,0,27/01/2021 13:07:10,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,16,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Math,right,,,,,science,humanities,20,practice_congruent,practice_congruent
38,1611752831763,27/01/2021 13:07:11,1611752831378,0,27/01/2021 13:07:11,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,17,1,Screen 1,Zone9,response_keyboard,523.5850000171922,right,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Chemistry,right,,,,,science,humanities,19,practice_congruent,practice_congruent
39,1611752832185,27/01/2021 13:07:12,1611752832063,0,27/01/2021 13:07:12,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,17,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Chemistry,right,,,,,science,humanities,19,practice_congruent,practice_congruent
40,1611752832775,27/01/2021 13:07:12,1611752832661,0,27/01/2021 13:07:12,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,18,1,Screen 1,Zone9,response_keyboard,573.4550000051968,left,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,English,left,,,,,science,humanities,29,practice_congruent,practice_congruent
41,1611752833669,27/01/2021 13:07:13,1611752833347,0,27/01/2021 13:07:13,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,18,2,Screen 2,fixation,fixation,699.9719999999943,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,English,left,,,,,science,humanities,29,practice_congruent,practice_congruent
42,1611752833963,27/01/2021 13:07:13,1611752833843,0,27/01/2021 13:07:13,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,19,1,Screen 1,Zone9,response_keyboard,472.829999984242,left,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Philosophy,left,,,,,science,humanities,25,practice_congruent,practice_congruent
43,1611752834650,27/01/2021 13:07:14,1611752834530,0,27/01/2021 13:07:14,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,19,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Philosophy,left,,,,,science,humanities,25,practice_congruent,practice_congruent
44,1611752835183,27/01/2021 13:07:15,1611752835055,0,27/01/2021 13:07:15,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,20,1,Screen 1,Zone9,response_keyboard,487.82999999821186,left,1,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Geology,right,,,,,science,humanities,21,practice_congruent,practice_congruent
45,1611752836700,27/01/2021 13:07:16,1611752836282,0,27/01/2021 13:07:16,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,20,1,Screen 1,Zone9,response_keyboard,1726.7500000016298,right,2,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Geology,right,,,,,science,humanities,21,practice_congruent,practice_congruent
46,1611752838599,27/01/2021 13:07:18,1611752836981,0,27/01/2021 13:07:16,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,20,2,Screen 2,fixation,fixation,700.5400000000081,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Geology,right,,,,,science,humanities,21,practice_congruent,practice_congruent
47,1611752838824,27/01/2021 13:07:18,1611752837518,0,27/01/2021 13:07:17,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,21,1,Screen 1,Zone9,response_keyboard,511.5399999776855,right,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Physics,right,,,,,science,humanities,18,practice_congruent,practice_congruent
48,1611752838824,27/01/2021 13:07:18,1611752838213,0,27/01/2021 13:07:18,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,21,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Physics,right,,,,,science,humanities,18,practice_congruent,practice_congruent
49,1611752839042,27/01/2021 13:07:19,1611752838941,0,27/01/2021 13:07:18,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,22,1,Screen 1,Zone9,response_keyboard,712.2899999958463,left,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Music,left,,,,,science,humanities,30,practice_congruent,practice_congruent
50,1611752839741,27/01/2021 13:07:19,1611752839631,0,27/01/2021 13:07:19,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,22,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Music,left,,,,,science,humanities,30,practice_congruent,practice_congruent
51,1611752841153,27/01/2021 13:07:21,1611752841031,0,27/01/2021 13:07:21,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,23,1,Screen 1,Zone9,response_keyboard,1378.2549999887124,left,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Arts,left,,,,,science,humanities,27,practice_congruent,practice_congruent
52,1611752841861,27/01/2021 13:07:21,1611752841731,0,27/01/2021 13:07:21,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,23,2,Screen 2,fixation,fixation,699.9719999999943,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Arts,left,,,,,science,humanities,27,practice_congruent,practice_congruent
53,1611752842912,27/01/2021 13:07:22,1611752842465,0,27/01/2021 13:07:22,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,24,1,Screen 1,Zone9,response_keyboard,708.9150000247173,left,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,History,left,,,,,science,humanities,31,practice_congruent,practice_congruent
54,1611752843959,27/01/2021 13:07:23,1611752843163,0,27/01/2021 13:07:23,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,24,2,Screen 2,fixation,fixation,699.9719999999943,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,History,left,,,,,science,humanities,31,practice_congruent,practice_congruent
55,1611752853730,27/01/2021 13:07:33,1611752853609,0,27/01/2021 13:07:33,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,3,1,Screen 1,Zone9,continue_keyboard,10421.380000014324,,,0,1,0,,,,Spreadsheet1,1,prepare1,,,,,,,,,or,or,female,male,science,humanities,33,congruent,congruent
56,1611752854490,27/01/2021 13:07:34,1611752854382,0,27/01/2021 13:07:34,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,25,1,Screen 1,Zone9,response_keyboard,747.4999999976717,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,English,left,or,or,female,male,science,humanities,58,congruent,congruent
